	id	qid1	qid2	question1	question2	is_duplicate
5730	6544	6544	6544	I can't remember the formula for converting hemoglobin A1C to average blood sugar.	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
5731	2535	2535	2535	What is the reference to the article from tertiary center X on patient Y's cutis aplasia?	What is the reference to the article from tertiary center X on cutis aplasia?	1
5732	5516	5516	5516	What is fetor hepaticus and what does it smell like?	What is the other drug besides Famvir and acyclovir for Herpes Zoster?	0
5733	995	995	995	He noted that a lead level check had not been done yet so it was drawn today.  How can we check every child for this?  Do we try to do too much?	What is the dose of Neurontin?	0
5734	6377	6377	6377	"""I went over the list to see if I had any questions from this morning.  A child came in for tonsillar problems.  8-year-old female.  Wondered about indications for tonsillectomy."	What are the indications for tonsillectomy?	1
5735	8527	8527	8527	What are the side effects of Zoloft?	What are the side effects of Zoloft?	1
5736	5465	5465	5465	What is the differential diagnosis of delirium and how do you work it up?	What is the differential diagnosis of delirium and how do you work it up?	1
5737	6720	6720	6720	"""What is the best exercise for people with degenerative joint disease of the knee?""  She meant aerobic exercise to lose weight."	What is the best aerobic exercise with knee arthritis?	1
5738	4052	4052	4052	How do you diagnose and treat adult hyperactivity (attention deficit hyperactivity disorder, ADHD)?	How do you diagnose and treat adult hyperactivity?	1
5739	2547	2547	2547	How strict should you be in preventing participation in sports if you have Osgood Schlatter's Disease?	How strict should you be in preventing participation in sports if you have Osgood Schlatter's Disease?	1
5740	5868	5868	5868	Does a five-month-old with a ventricular septal defect meet criteria for respiratory syncytial virus vaccine (sic) (Synagis)?	I wonder if this patient could have a rotator cuff thing?	0
5741	3571	3571	3571	If you detect microalbuminuria on a random urine, should you just treat with captopril or should you get a 24-hour urine protein to document the level?	If you detect microalbuminuria on a random urine, should you treat with captopril or get a 24-hour urine protein?	1
5742	4251	4251	4251	Is there a way to improve the decreased libido (or sexual function) among females (or males) taking Prozac or other selective serotonin reuptake inhibitors (SSRI's)?	Is there a way to improve the decreased libido resulting from selective serotonin reuptake inhibitors (SSRI's)?	1
5743	1064	1064	1064	What are the new recommendations for unexplained infertility?	What are the new recommendations for unexplained infertility?	1
5744	6249	6249	6249	"60-year-old woman with gastric outlet obstruction and probably gastric lymphoma.  The endoscopist wrote ""linitis plastica.""  I can't remember what that means."	What is linitis plastica?	1
5745	6143	6143	6143	Is there any way to get people to come to their appointments and monitor their blood pressure?	Several ear infections, doesn't get over them completely.  Which antibiotic now?	0
5746	6410	6410	6410	41-year-old woman.  In women in their early 40's, still menstruating, having regular cycles, but having hot flashes, normal follicle stimulating hormone, do you really do hormone treatments with them?  What do you do with these people?  Hormone replacement?  Should we do it?	How should premenopausal women with hot flashes be treated?	1
5747	589	589	589	Why are his platelets so low?  27 is the lowest they have been.  No petechiae or signs of bleeding noted.	Why did she get Coccidiomycosis?	0
5748	7743	7743	7743	Is it okay to give Benadryl to a patient with asthma?	Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.	0
5749	2197	2197	2197	How long after menopause doesn't it do any good to start estrogen to prevent osteoporosis?  Is there a time limit for preventing osteoporosis?	How long after menopause doesn't it do any good to start estrogen to prevent osteoporosis?	1
5750	4845	4845	4845	Do you need to stop the valproate (Depakote) if the blood ammonia level is elevated?	Let's give these immunizations.  That's right isn't it?	0
5751	7156	7156	7156	"For premature babies who get Synagis, we had one who tested positive for respiratory syncytial virus and the question was ""Should we continue the Synagis for the rest of the respiratory syncytial virus season?"""	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	0
5752	4547	4547	4547	Are there any diet pills on the market now that fen-phen is off the market (Meridia)?	Are there any diet pills on the market now that fen-phen is off the market?	1
5753	3388	3388	3388	How would you treat a 49-year-old woman with suspected dysfunctional uterine bleeding (anovulatory bleeding)?	How would you treat a 49-year-old woman with suspected dysfunctional uterine bleeding?	1
5754	378	378	378	What is the dose of imipramine for a 10-year-old boy?	What is the dose of imipramine for a 10-year-old boy?	1
5755	5995	5995	5995	43-year-old woman in for a physical exam.  She's constipated.  She's on Wellbutrin and I think that can do it but I don't know how common that is.	What antibiotic should I use for this diabetic patient's infected foot ulcer?	0
5756	6856	6856	6856	"""Osteopenia in males.  Do you treat it the same way as in women?"""	It's not clear what's going on with her. I may treat her for diverticulitis.	0
5757	576	576	576	What are the normal limits for age of menopause so you can say this is within normal limits (age 36) and you don't have to worry about it?	Let's give these immunizations.  That's right isn't it?	0
5758	2740	2740	2740	What causes pain and tenderness on the xyphoid process?	How do you inject the bicipital tendon?	0
5759	3786	3786	3786	"What should you do if a biopsied skin tag comes back ""neurofibroma"" on the pathology report?"	"What should you do if a biopsied skin tag comes back ""neurofibroma""?"	1
5760	2917	2917	2917	What should you do if the umbilical cord fails to separate after 4 weeks?	How should I treat polymenorrhea in a 14-year-old girl?	0
5761	8246	8246	8246	Liver getting bigger and heart problems. Should we give him Lasix or not?	Liver getting bigger and heart problems. Should we give him Lasix?	1
5762	1208	1208	1208	This patient has a raised scaly patch about 2.5 centimeters on her cheek of 1 month to 5 weeks duration.  No history of eczema.  Has been using moisturizing cream on it.  No make up.  What is the cause of this erythematous patch on this patient's cheek?	What is the cause of this erythematous patch on this patient's cheek?	1
5763	7140	7140	7140	We have an allergist that swears that generic prednisone is not as good as Deltasone.  I'd like to know if there is any science behind that.	Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?	0
5764	4505	4505	4505	What is the reference to the directions that a husband should use for a precipitous emergency home delivery (unplanned)?	What is the reference to the directions that a husband should use for a precipitous emergency home delivery?	1
5765	7857	7857	7857	When can we discharge this premature baby?	When can we discharge this premature baby?	1
5766	5067	5067	5067	Is the new blood sugar monitoring device (AtLast) that diabetics use on the forearm legitimate?	Is the new blood sugar monitoring device (AtLast) legitimate?	1
5767	2523	2523	2523	What is the significance of achlorhydria?	What is the significance of achlorhydria?	1
5768	168	168	168	This woman has Herpes zoster on her chest.  Which dermatome is it?	This woman has Herpes zoster on her chest.  Which dermatome is it?	1
5769	5445	5445	5445	What would cause red raised nodular lesions on the legs of a patient with ichthyosis?	Unexpected thrombocytopenia -- What to do with it? Sat in courier's car awhile.	0
5770	2825	2825	2825	Is it okay to give rubella vaccine to a breast feeding mother?	Is it okay to give rubella vaccine to a breast feeding mother?	1
5771	3886	3886	3886	What can you do to optimize renal function, prevent worsening renal failure, and be sure you are not missing a treatable cause?	What can you do to optimize renal function and prevent worsening renal failure?	1
5772	7099	7099	7099	"Adding Cytomel (T3) to augment Synthroid in patient's with depression and hypothyroidism.  I can't find any good evidence for that.  I (investigator) asked her what the question was and suggested, ""Is that a legitimate thing to do?""  She agreed that was the question."	Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist?	0
5773	5825	5825	5825	50-year-old white female.  How concerning a risk factor is an elevated C-reactive protein?	How do you use Redux?  What are the indications?	0
5774	920	920	920	How little can I do in a patient like this who comes in so often?  I can't blow things off too quickly even when they probably should be blown off.	How little can I do in a patient like this who comes in so often?	1
